source,neighborhood,price,covered_m2,ambientes,bedrooms,url,captured_at,price_per_m2
mercadolibre,Belgrano,185000.0,55.0,3,,https://departamento.mercadolibre.com.ar/MLA-1952102099-departamento-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3364
mercadolibre,Belgrano,120000.0,46.0,3,,https://departamento.mercadolibre.com.ar/MLA-1869208577-venta-3-ambientes-luminoso-piso-alto-_JM,2026-09-17 11:23:17.691423+00:00,2609
mercadolibre,Belgrano,274000.0,105.0,4,,https://departamento.mercadolibre.com.ar/MLA-1851883445-departamento-semipiso-4-ambientes-en-venta-en-belgrano-caba-_JM,2026-09-17 11:23:17.691423+00:00,2610
mercadolibre,Belgrano,109000.0,47.0,3,,https://departamento.mercadolibre.com.ar/MLA-3721806866-venta-depto-3-amb-belgrano-bajas-expensas-_JM,2026-09-17 11:23:17.691423+00:00,2319
mercadolibre,Belgrano,630000.0,163.0,4,,https://departamento.mercadolibre.com.ar/MLA-1681401049-departamento-en-venta-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3865
mercadolibre,Belgrano,95000.0,52.0,3,,https://departamento.mercadolibre.com.ar/MLA-3178717404-venta-depto-3-amb-belgrano-chico-_JM,2026-09-17 11:23:17.691423+00:00,1827
mercadolibre,Belgrano,195000.0,83.0,4,,https://departamento.mercadolibre.com.ar/MLA-3721586688-venta-departamento-4-ambientes-belgrano-funcional-_JM,2026-09-17 11:23:17.691423+00:00,2349
mercadolibre,Belgrano,110000.0,45.0,3,,https://departamento.mercadolibre.com.ar/MLA-3720472512-depto-3-ambientes-en-venta-excelente-ubicacion-_JM,2026-09-17 11:23:17.691423+00:00,2444
mercadolibre,Belgrano,220000.0,70.0,3,,https://departamento.mercadolibre.com.ar/MLA-3335123938-departamento-de-3-ambientes-con-balcon-aterrazado-y-dependencia-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3143
mercadolibre,Belgrano,159000.0,69.0,4,,https://departamento.mercadolibre.com.ar/MLA-1960649789-departamento-venta-3-ambientes-belgrano-cdep-coch-_JM,2026-09-17 11:23:17.691423+00:00,2304
mercadolibre,Belgrano,470000.0,175.0,5,,https://departamento.mercadolibre.com.ar/MLA-2018801167-venta-5-amb-207-m-con-cochera-y-2-patios-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2686
mercadolibre,Belgrano,225000.0,88.0,4,,https://departamento.mercadolibre.com.ar/MLA-3803984928-4-ambientes-con-balcon-aterrazado-y-dependencia-belgrano-colegiales-_JM,2026-09-17 11:23:17.691423+00:00,2557
mercadolibre,Belgrano,400000.0,145.0,4,,https://departamento.mercadolibre.com.ar/MLA-3720661858-venta-departamento-4-ambientes-las-canitas-cochera-_JM,2026-09-17 11:23:17.691423+00:00,2759
mercadolibre,Belgrano,749000.0,210.0,5,,https://departamento.mercadolibre.com.ar/MLA-1729522993-departamento-en-venta-4-ambientes-balcon-2-cocheras-baulera-gelectrogeno-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3567
mercadolibre,Belgrano,570000.0,188.0,6,,https://departamento.mercadolibre.com.ar/MLA-3314434868-departamento-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3032
mercadolibre,Belgrano,330000.0,110.0,4,,https://departamento.mercadolibre.com.ar/MLA-2016042023-venta-4-ambientes-belgrano-cochera-y-balcon-_JM,2026-09-17 11:23:17.691423+00:00,3000
mercadolibre,Belgrano,199000.0,79.0,3,,https://departamento.mercadolibre.com.ar/MLA-3535543008-venta-depto-3-amb-reciclado-con-balcon-en-belgrano-excelente-ubicacion-_JM,2026-09-17 11:23:17.691423+00:00,2519
mercadolibre,Belgrano,95000.0,52.0,3,,https://departamento.mercadolibre.com.ar/MLA-3178707816-venta-depto-3-amb-belgrano-chico-_JM,2026-09-17 11:23:17.691423+00:00,1827
mercadolibre,Belgrano,498000.0,176.0,5,,https://departamento.mercadolibre.com.ar/MLA-1948484237-departamento-piso-en-venta-en-belgrano-capital-federal-buenos-aires-_JM,2026-09-17 11:23:17.691423+00:00,2830
mercadolibre,Belgrano,260000.0,100.0,5,,https://departamento.mercadolibre.com.ar/MLA-3769605644-departamento-en-venta-con-cochera-y-baulera-5-ambientes-en-belgrano-capital-federal-_JM,2026-09-17 11:23:17.691423+00:00,2600
mercadolibre,Belgrano,226000.0,95.0,4,,https://departamento.mercadolibre.com.ar/MLA-3810489790-venta-departamento-4-amb-con-cochera-en-belgrano-r-_JM,2026-09-17 11:23:17.691423+00:00,2379
mercadolibre,Belgrano,159000.0,69.0,3,,https://departamento.mercadolibre.com.ar/MLA-1951653499-departamento-venta-3-ambientes-belgrano-cdependen-_JM,2026-09-17 11:23:17.691423+00:00,2304
mercadolibre,Belgrano,460000.0,183.0,5,,https://departamento.mercadolibre.com.ar/MLA-2005342829-venta-departamento-5-ambientes-con-dependencia-y-cochera-fija-en-belgrano-acepta-permuta-_JM,2026-09-17 11:23:17.691423+00:00,2514
mercadolibre,Belgrano,149000.0,58.0,3,,https://departamento.mercadolibre.com.ar/MLA-3571957738-venta-depto-3-ambientes-con-balcon-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2569
mercadolibre,Belgrano,235000.0,86.0,3,,https://departamento.mercadolibre.com.ar/MLA-2747687142-departamento-en-venta-en-belgrano-3-ambientes-al-frente-con-balcon-_JM,2026-09-17 11:23:17.691423+00:00,2733
mercadolibre,Belgrano,210000.0,66.0,3,,https://departamento.mercadolibre.com.ar/MLA-3915231868-venta-departamento-3-ambientes-con-balcon-y-cochera-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3182
mercadolibre,Belgrano,349000.0,143.0,5,,https://departamento.mercadolibre.com.ar/MLA-1771111669-venta-departamento-5-ambientes-belgrano-cocheras-y-baulera-_JM,2026-09-17 11:23:17.691423+00:00,2441
mercadolibre,Belgrano,424900.0,137.0,4,,https://departamento.mercadolibre.com.ar/MLA-2001771499-departamento-en-venta-duplex-de-4-ambientes-en-belgrano-con-cochera-fija-_JM,2026-09-17 11:23:17.691423+00:00,3101
mercadolibre,Belgrano,398000.0,134.0,4,,https://departamento.mercadolibre.com.ar/MLA-2070415053-venta-belgrano-3-dormitorios-con-dependencia-balcon-y-cochera-fija-_JM,2026-09-17 11:23:17.691423+00:00,2970
mercadolibre,Belgrano,315000.0,105.0,4,,https://departamento.mercadolibre.com.ar/MLA-1812199597-departamento-en-venta-belgrano-4-ambientes-luminoso-amplio-balcon-baulera-_JM,2026-09-17 11:23:17.691423+00:00,3000
mercadolibre,Belgrano,359900.0,100.0,4,,https://departamento.mercadolibre.com.ar/MLA-1814521379-departamento-4-ambientes-c-patio-balcon-terraza-con-parrilla-_JM,2026-09-17 11:23:17.691423+00:00,3599
mercadolibre,Belgrano,360000.0,93.0,4,,https://departamento.mercadolibre.com.ar/MLA-3637267852-piso-de-4-ambientes-con-balcon-terraza-parrilla-y-cochera-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3871
mercadolibre,Belgrano,140000.0,61.0,3,,https://departamento.mercadolibre.com.ar/MLA-3926998862-dpto-de-3-ambientes-con-balcon-piso-alto-y-vista-abierta-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2295
mercadolibre,Belgrano,245000.0,81.0,4,,https://departamento.mercadolibre.com.ar/MLA-3853224844-departamento-venta-belgrano-colegiales-belgrano-4-ambientes-reciclado-a-nuevo-piso-alto-luminoso-_JM,2026-09-17 11:23:17.691423+00:00,3025
mercadolibre,Belgrano,198000.0,75.0,4,,https://departamento.mercadolibre.com.ar/MLA-1761891063-departamento-venta-4-ambientes-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2640
mercadolibre,Belgrano,245000.0,84.0,3,,https://departamento.mercadolibre.com.ar/MLA-3917667520-departamento-de-3-ambientes-con-dependencia-de-servicio-vista-panoramica-_JM,2026-09-17 11:23:17.691423+00:00,2917
mercadolibre,Belgrano,139000.0,55.0,3,,https://departamento.mercadolibre.com.ar/MLA-3912424552-venta-3-amb-2-patios-planta-baja-belgrano-c-_JM,2026-09-17 11:23:17.691423+00:00,2527
mercadolibre,Belgrano,328000.0,133.0,5,,https://departamento.mercadolibre.com.ar/MLA-2052444029-venta-de-departamento-en-belgrano-5-ambientes-_JM,2026-09-17 11:23:17.691423+00:00,2466
mercadolibre,Belgrano,379000.0,74.0,3,,https://departamento.mercadolibre.com.ar/MLA-3770429608-triplex-3-ambientes-con-terraza-cochera-balcon-amenities-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,5122
mercadolibre,Belgrano,580000.0,217.0,4,,https://departamento.mercadolibre.com.ar/MLA-3917899746-venta-depto-belgrano-4-amb-con-dependencia-cochera-_JM,2026-09-17 11:23:17.691423+00:00,2673
mercadolibre,Belgrano,232000.0,63.0,3,,https://departamento.mercadolibre.com.ar/MLA-3500923844-venta-3-ambientes-con-balcon-al-frente-belgrano-preventa-pozo-_JM,2026-09-17 11:23:17.691423+00:00,3683
mercadolibre,Belgrano,330000.0,112.0,4,,https://departamento.mercadolibre.com.ar/MLA-2006587483-departamento-4-ambientes-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2946
mercadolibre,Belgrano,640000.0,192.0,4,,https://departamento.mercadolibre.com.ar/MLA-3788583908-departamentos-venta-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3333
mercadolibre,Belgrano,185000.0,54.0,3,,https://departamento.mercadolibre.com.ar/MLA-3915465938-en-venta-departamento-de-3-ambientes-con-60m2-de-terraza-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3426
mercadolibre,Belgrano,350000.0,103.0,4,,https://departamento.mercadolibre.com.ar/MLA-2077066149-venta-4-ambientes-depend-y-cochera-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3398
mercadolibre,Belgrano,239000.0,64.0,3,,https://departamento.mercadolibre.com.ar/MLA-3720094454-depto-3-amb-en-venta-belgrano-reservado-bna-_JM,2026-09-17 11:23:17.691423+00:00,3734
mercadolibre,Belgrano,720000.0,200.0,7,,https://departamento.mercadolibre.com.ar/MLA-3788596510-departamentos-venta-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3600
mercadolibre,Belgrano,299434.0,74.0,3,,https://departamento.mercadolibre.com.ar/MLA-3692010558-unidad-3-ambientes-con-terraza-al-contrafrente-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,4046
mercadolibre,Belgrano,698500.0,132.0,4,,https://departamento.mercadolibre.com.ar/MLA-1945060883-departamento-4-ambientes-venta-bajo-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,5292
mercadolibre,Belgrano,535000.0,102.0,4,,https://departamento.mercadolibre.com.ar/MLA-3912398798-venta-4-amb-nunez-terraza-parrilla-2-cocheras-_JM,2026-09-17 11:23:17.691423+00:00,5245
mercadolibre,Belgrano,520000.0,144.0,4,,https://departamento.mercadolibre.com.ar/MLA-3912424184-venta-duplex-de-categoria-160-m2-belgrano-piso-alto-cochera-amenities-_JM,2026-09-17 11:23:17.691423+00:00,3611
mercadolibre,Belgrano,195000.0,92.0,4,,https://departamento.mercadolibre.com.ar/MLA-3912432192-depto-4-ambientes-en-belgrano-apto-credito-_JM,2026-09-17 11:23:17.691423+00:00,2120
mercadolibre,Belgrano,184000.0,88.0,4,,https://departamento.mercadolibre.com.ar/MLA-3650404304-venta-departamento-de-4-ambientes-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2091
mercadolibre,Belgrano,347000.0,112.0,4,,https://departamento.mercadolibre.com.ar/MLA-1825880195-estrenar-departamento-de-4-ambientes-estrenar-_JM,2026-09-17 11:23:17.691423+00:00,3098
mercadolibre,Belgrano,280000.0,66.0,3,,https://departamento.mercadolibre.com.ar/MLA-1793692291-venta-departamento-3-ambientes-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,4242
mercadolibre,Belgrano,157000.0,54.0,3,,https://departamento.mercadolibre.com.ar/MLA-3326622356-departamento-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2907
mercadolibre,Belgrano,119800.0,46.0,3,,https://departamento.mercadolibre.com.ar/MLA-3923198478-venta-3-ambientes-belgrano-piso-alto-y-luminoso-_JM,2026-09-17 11:23:17.691423+00:00,2604
mercadolibre,Belgrano,180000.0,83.0,4,,https://departamento.mercadolibre.com.ar/MLA-2073789749-4-ambientes-en-belgrano-con-balcon-al-frente-_JM,2026-09-17 11:23:17.691423+00:00,2169
mercadolibre,Belgrano,380000.0,91.0,3,,https://departamento.mercadolibre.com.ar/MLA-3791553408-departamentos-venta-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,4176
mercadolibre,Belgrano,295000.0,57.0,3,,https://departamento.mercadolibre.com.ar/MLA-3866810268-departamentos-venta-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,5175
mercadolibre,Belgrano,169000.0,61.0,3,,https://departamento.mercadolibre.com.ar/MLA-3910626502-venta-departamento-3-ambientes-belgrano-luminoso-_JM,2026-09-17 11:23:17.691423+00:00,2770
mercadolibre,Belgrano,215000.0,77.0,3,,https://departamento.mercadolibre.com.ar/MLA-3209096318-departamento-en-venta-sobre-av-cabildo-_JM,2026-09-17 11:23:17.691423+00:00,2792
mercadolibre,Belgrano,170000.0,57.0,3,,https://departamento.mercadolibre.com.ar/MLA-3636862670-venta-departamento-3-ambiente-con-balcon-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2982
mercadolibre,Belgrano,179000.0,64.0,3,,https://departamento.mercadolibre.com.ar/MLA-2898617786-venta-departamento-3-ambientes-belgrano-reciclado-vista-abierta-baulera-apto-credito-_JM,2026-09-17 11:23:17.691423+00:00,2797
mercadolibre,Belgrano,280000.0,100.0,4,,https://departamento.mercadolibre.com.ar/MLA-1991576725-semipiso-en-venta-de-4-ambientes-en-belgrano-maure-1700-con-cochera-_JM,2026-09-17 11:23:17.691423+00:00,2800
mercadolibre,Belgrano,205000.0,120.0,4,,https://departamento.mercadolibre.com.ar/MLA-1902591537-venta-departamento-4-ambientes-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,1708
mercadolibre,Belgrano,129000.0,62.0,3,,https://departamento.mercadolibre.com.ar/MLA-2057537305-departamento-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2081
mercadolibre,Belgrano,235000.0,87.0,4,,https://departamento.mercadolibre.com.ar/MLA-3853547352-departamento-en-venta-barrancas-de-belgrano-4-ambientes-con-cochera-_JM,2026-09-17 11:23:17.691423+00:00,2701
mercadolibre,Belgrano,149900.0,67.0,3,,https://departamento.mercadolibre.com.ar/MLA-1945484403-departamento-venta-belgrano-3-amb-dep-con-balcon-_JM,2026-09-17 11:23:17.691423+00:00,2237
mercadolibre,Belgrano,118000.0,55.0,3,,https://departamento.mercadolibre.com.ar/MLA-1977018833-departamento-de-3-ambientes-en-planta-baja-a-la-venta-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2145
mercadolibre,Belgrano,155000.0,57.0,3,,https://departamento.mercadolibre.com.ar/MLA-3896317696-departamento-3-ambientes-a-refaccionar-en-venta-belgrano-amenities-baulera-apto-credito-_JM,2026-09-17 11:23:17.691423+00:00,2719
mercadolibre,Belgrano,220000.0,110.0,4,,https://departamento.mercadolibre.com.ar/MLA-2042200875-venta-departamento-en-belgrano3-dormitorios-balcon-cochera-movil-_JM,2026-09-17 11:23:17.691423+00:00,2000
mercadolibre,Belgrano,109000.0,46.0,3,,https://departamento.mercadolibre.com.ar/MLA-3777880156-venta-3-amb-piso-altobelgrano-reservada-bna-_JM,2026-09-17 11:23:17.691423+00:00,2370
mercadolibre,Belgrano,254000.0,94.0,4,,https://departamento.mercadolibre.com.ar/MLA-3922299274-venta-dto-4-amb-belgrano-cesp-guardacoche-ap-cre-_JM,2026-09-17 11:23:17.691423+00:00,2702
mercadolibre,Belgrano,215000.0,69.0,3,,https://departamento.mercadolibre.com.ar/MLA-2029030605-departamento-3-amb-con-cochera-y-baulera-en-venta-en-belgrano-capital-federal-buenos-aires-_JM,2026-09-17 11:23:17.691423+00:00,3116
mercadolibre,Belgrano,550000.0,175.0,4,,https://departamento.mercadolibre.com.ar/MLA-1972656961-departamento-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3143
mercadolibre,Belgrano,1200000.0,360.0,5,,https://departamento.mercadolibre.com.ar/MLA-1847122957-departamento-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3333
mercadolibre,Belgrano,288000.0,65.0,3,,https://departamento.mercadolibre.com.ar/MLA-3834901568-3-ambientes-con-balcon-terraza-y-terraza-propia-_JM,2026-09-17 11:23:17.691423+00:00,4431
mercadolibre,Belgrano,188000.0,71.0,3,,https://departamento.mercadolibre.com.ar/MLA-2018487775-venta-depto-belgrano-patio-propio-y-cochera-movil-_JM,2026-09-17 11:23:17.691423+00:00,2648
mercadolibre,Belgrano,209000.0,59.0,3,,https://departamento.mercadolibre.com.ar/MLA-1946233927-venta-depto-3-ambientes-con-balcon-cochera-fija-_JM,2026-09-17 11:23:17.691423+00:00,3542
mercadolibre,Belgrano,225000.0,71.0,3,,https://departamento.mercadolibre.com.ar/MLA-3932382864-departamento-3-ambientes-con-balcon-cochera-y-baulera-en-venta-ubicado-en-belgrano-capital-federal-buenos-aires-_JM,2026-09-17 11:23:17.691423+00:00,3169
mercadolibre,Belgrano,790000.0,233.0,6,,https://departamento.mercadolibre.com.ar/MLA-2036332921-venta-torre-piso-5-dormitorios-2-cocheras-alto-vista-luz-a-reciclar-pileta-amenities-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3391
mercadolibre,Belgrano,990000.0,239.0,4,,https://departamento.mercadolibre.com.ar/MLA-1775678785-excelente-piso-en-torre-_JM,2026-09-17 11:23:17.691423+00:00,4142
mercadolibre,Belgrano,289000.0,103.0,4,,https://departamento.mercadolibre.com.ar/MLA-3757011288-venta-belgrano-4-amb-frente-balcon-av-cramer-_JM,2026-09-17 11:23:17.691423+00:00,2806
mercadolibre,Belgrano,505373.0,66.0,3,,https://departamento.mercadolibre.com.ar/MLA-2752745014-venta-pozo-3-ambientes-quartier-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,7657
mercadolibre,Belgrano,750000.0,127.0,4,,https://departamento.mercadolibre.com.ar/MLA-3108540772-departamento-en-venta-torre-cuatro-ambientes-2-cocheras-_JM,2026-09-17 11:23:17.691423+00:00,5906
mercadolibre,Belgrano,230000.0,90.0,3,,https://departamento.mercadolibre.com.ar/MLA-1942483481-venta-departamento-3-ambientes-con-gran-patio-en-belgrano-capital-federal-buenos-aires-_JM,2026-09-17 11:23:17.691423+00:00,2556
mercadolibre,Belgrano,195000.0,100.0,4,,https://departamento.mercadolibre.com.ar/MLA-1948718941-venta-4-ambientes-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,1950
mercadolibre,Belgrano,750000.0,200.0,5,,https://departamento.mercadolibre.com.ar/MLA-3904250102-venta-piso-torre-aisenson-3-dormitorios-4-banos-pileta-parque-3-cocheras-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3750
mercadolibre,Belgrano,309000.0,70.0,3,,https://departamento.mercadolibre.com.ar/MLA-1935588835-venta-3-ambientes-con-terraza-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,4414
mercadolibre,Belgrano,412000.0,116.0,4,,https://departamento.mercadolibre.com.ar/MLA-1999079137-venta-departamento-palacio-roccatagliata-4-ambientes-full-amenities-seguridad-24-hs-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3552
mercadolibre,Belgrano,1280000.0,270.0,5,,https://departamento.mercadolibre.com.ar/MLA-1856409419-venta-en-belgrano-piso-4-dormitorios-categoria-cochera-vigilancia-_JM,2026-09-17 11:23:17.691423+00:00,4741
mercadolibre,Belgrano,172000.0,68.0,3,,https://departamento.mercadolibre.com.ar/MLA-2023818353-venta-departamento-3-ambientes-con-balcon-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2529
mercadolibre,Belgrano,159000.0,61.0,3,,https://departamento.mercadolibre.com.ar/MLA-3912168822-venta-3-ambientes-reciclado-a-nuevo-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2607
mercadolibre,Belgrano,480000.0,168.0,5,,https://departamento.mercadolibre.com.ar/MLA-2044223769-piso-de-5-ambientes-con-dependencia-a-la-venta-en-av-libertador-y-virrey-del-pino-_JM,2026-09-17 11:23:17.691423+00:00,2857
mercadolibre,Belgrano,2882688.0,220.0,5,,https://departamento.mercadolibre.com.ar/MLA-1764836173-duplex-de-gran-categoria-de-cinco-ambientes-ubicado-en-el-barrio-de-bajo-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,13103
mercadolibre,Belgrano,320000.0,94.0,4,,https://departamento.mercadolibre.com.ar/MLA-3606980422-excelente-3-dormitorios-en-zona-privilegiada-96m2-y-baulera-_JM,2026-09-17 11:23:17.691423+00:00,3404
mercadolibre,Belgrano,713000.0,100.0,3,,https://departamento.mercadolibre.com.ar/MLA-3810502252-h-bajo-belgrano-2-dormitorios-en-suite-2-banos-completos-toilette-amplio-balcon-full-amenities-_JM,2026-09-17 11:23:17.691423+00:00,7130
mercadolibre,Belgrano,1075000.0,134.0,4,,https://departamento.mercadolibre.com.ar/MLA-3911210016-virrey-del-pino-2400-penthouse-4-ambientes-en-venta-con-terraza-propia-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,8022
mercadolibre,Belgrano,841000.0,175.0,3,,https://departamento.mercadolibre.com.ar/MLA-2023291029-elet-loreto-2-dormitorios-en-suite-escritorio-amenities-primer-nivel-vigilancia-24hs-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,4806
mercadolibre,Belgrano,494868.0,118.0,4,,https://departamento.mercadolibre.com.ar/MLA-1753542813-departamento-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,4194
mercadolibre,Belgrano,225000.0,73.0,3,,https://departamento.mercadolibre.com.ar/MLA-3903241024-departamento-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3082
mercadolibre,Belgrano,380000.0,96.0,4,,https://departamento.mercadolibre.com.ar/MLA-3652495812-desarrollo-exclusivo-en-belgrano-unidades-de-3-y-4-ambientes-_JM,2026-09-17 11:23:17.691423+00:00,3958
mercadolibre,Belgrano,1648483.0,198.0,4,,https://departamento.mercadolibre.com.ar/MLA-1942706997-piso-de-4-ambientes-con-dependencia-terraza-y-piscina-privada-en-bajo-belgrano-full-amenities-_JM,2026-09-17 11:23:17.691423+00:00,8326
mercadolibre,Belgrano,319355.0,69.0,3,,https://departamento.mercadolibre.com.ar/MLA-2865073394-venta-departamento-3-ambientes-con-balcon-a-estrenar-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,4628
mercadolibre,Belgrano,334144.0,68.0,3,,https://departamento.mercadolibre.com.ar/MLA-3324801354-departamento-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,4914
mercadolibre,Belgrano,279298.0,85.0,3,,https://departamento.mercadolibre.com.ar/MLA-2856285250-departamento-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3286
mercadolibre,Belgrano,145000.0,72.0,3,,https://departamento.mercadolibre.com.ar/MLA-3912111652-venta-departamento-tres-ambientes-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2014
mercadolibre,Belgrano,349569.0,85.0,3,,https://departamento.mercadolibre.com.ar/MLA-3342697970-departamento-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,4113
mercadolibre,Belgrano,250000.0,82.0,4,,https://departamento.mercadolibre.com.ar/MLA-2837578370-departamento-semipiso-en-venta-en-belgrano-capital-federal-buenos-aires-_JM,2026-09-17 11:23:17.691423+00:00,3049
mercadolibre,Belgrano,267000.0,100.0,4,,https://departamento.mercadolibre.com.ar/MLA-1780529581-departamento-en-venta-3-ambientes-belgrano-contrafrente-vista-abierta-a-pulmon-caba-_JM,2026-09-17 11:23:17.691423+00:00,2670
mercadolibre,Belgrano,225000.0,105.0,5,,https://departamento.mercadolibre.com.ar/MLA-1810731355-venta-departamento-5-ambientes-con-cochera-105m-con-balcon-al-frente-en-coghlan-villa-urquiza-_JM,2026-09-17 11:23:17.691423+00:00,2143
mercadolibre,Belgrano,229000.0,91.0,4,,https://departamento.mercadolibre.com.ar/MLA-3553391016-departamento-en-venta-4-ambientes-en-belgrano-con-baulera-por-escalera-_JM,2026-09-17 11:23:17.691423+00:00,2516
mercadolibre,Belgrano,149000.0,77.0,3,,https://departamento.mercadolibre.com.ar/MLA-3725824666-venta-departamento-3-ambientes-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,1935
mercadolibre,Belgrano,300000.0,130.0,4,,https://departamento.mercadolibre.com.ar/MLA-3790101908-departamento-4-amb-en-venta-en-belgrano-ccochera-_JM,2026-09-17 11:23:17.691423+00:00,2308
mercadolibre,Belgrano,250000.0,102.0,4,,https://departamento.mercadolibre.com.ar/MLA-3535341272-4-ambientes-en-belgrano-avenida-del-libertador-_JM,2026-09-17 11:23:17.691423+00:00,2451
mercadolibre,Belgrano,198000.0,93.0,4,,https://departamento.mercadolibre.com.ar/MLA-1680503585-venta-departamento-4-ambientes-con-dependencia-de-servicio-_JM,2026-09-17 11:23:17.691423+00:00,2129
mercadolibre,Belgrano,328200.0,75.0,3,,https://departamento.mercadolibre.com.ar/MLA-1945060795-departamento-3-ambientes-venta-belgrano-a-estrenar-_JM,2026-09-17 11:23:17.691423+00:00,4376
mercadolibre,Belgrano,320000.0,82.0,4,,https://departamento.mercadolibre.com.ar/MLA-3880842378-4-ambientes-con-dependencia-cochera-y-baulera-_JM,2026-09-17 11:23:17.691423+00:00,3902
mercadolibre,Belgrano,224900.0,86.0,3,,https://departamento.mercadolibre.com.ar/MLA-3874090408-venta-departamento-3-ambientes-belgrano-renovado-_JM,2026-09-17 11:23:17.691423+00:00,2615
mercadolibre,Belgrano,89000.0,38.0,3,,https://departamento.mercadolibre.com.ar/MLA-1937823457-venta-departamento-3-ambientes-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2342
mercadolibre,Belgrano,230000.0,83.0,4,,https://departamento.mercadolibre.com.ar/MLA-3721461032-venta-depto-4-amb-balcon-cochera-baulera-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2771
mercadolibre,Belgrano,174000.0,60.0,3,,https://departamento.mercadolibre.com.ar/MLA-1960823265-departamento-belgrano-3-ambientes-con-patio-cerrado-y-balcon-impecable-_JM,2026-09-17 11:23:17.691423+00:00,2900
mercadolibre,Belgrano,215000.0,89.0,4,,https://departamento.mercadolibre.com.ar/MLA-1895608465-departamento-en-venta-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2416
mercadolibre,Belgrano,360000.0,93.0,4,,https://departamento.mercadolibre.com.ar/MLA-1908102321-piso-de-4-ambientes-con-balcon-terraza-parrilla-y-cochera-en-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3871
mercadolibre,Belgrano,330000.0,122.0,4,,https://departamento.mercadolibre.com.ar/MLA-1825920703-departamento-a-estrenar-de-4-ambientes-con-balcon-terraza-_JM,2026-09-17 11:23:17.691423+00:00,2705
mercadolibre,Belgrano,470000.0,134.0,5,,https://departamento.mercadolibre.com.ar/MLA-3720668686-venta-excelente-departamento-5amb-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,3507
mercadolibre,Belgrano,149000.0,59.0,3,,https://departamento.mercadolibre.com.ar/MLA-1945072857-departamento-venta-belgrano-3-ambientes-semipiso-_JM,2026-09-17 11:23:17.691423+00:00,2525
mercadolibre,Belgrano,150000.0,60.0,3,,https://departamento.mercadolibre.com.ar/MLA-2998958480-departamento-belgrano-_JM,2026-09-17 11:23:17.691423+00:00,2500
